session_id,target
1,0.0003285650655276556
2,2.8528974846506048e-06
3,9.310304373578871e-07
4,6.400579175334589e-07
5,0.0001988309090505899
6,7.079086640516093e-05
7,0.0029400758299053895
8,0.0018538414919832
9,0.00013319732891372722
10,0.0031563223916868635
11,0.00012457816204421295
12,1.6417120216772872e-05
13,7.943651238623707e-05
14,0.02229265571591919
15,0.0009111094552793215
16,0.00037043799823754074
17,0.020809490584596583
18,1.4592470086312433e-05
19,0.00247711899567333
20,2.0421851342629675e-06
21,0.034783654851570346
22,3.3614321453936996e-05
23,0.0002682451686560207
24,0.01189180378225656
25,0.07976975241659479
26,1.0322627194301705e-05
27,0.00014082570562475697
28,8.471003020613344e-07
29,0.020573151834709886
30,0.001543092706249338
31,0.027850600516996744
32,0.01724135599623635
33,0.00012903419154160027
34,1.662039293697357e-05
35,0.018902270210039148
36,0.0006331869931444695
37,8.27628628291697e-08
38,2.8772785094448607e-06
39,0.00041985407284943156
40,1.1243316054940719e-05
41,0.0017671692863969548
42,0.006545657837756313
43,0.00010011329526239809
44,0.00011332784187306468
45,0.1399781612158822
46,0.00023453725442010743
47,0.0003537676418281208
48,6.585540517119304e-05
49,0.0002543549666274235
50,8.121267134335196e-06
51,2.431111561049471e-07
52,0.00011236594487945648
53,0.022865118265719225
54,0.0007714967554564132
55,0.0004031026890294129
56,0.020049718624666573
57,1.6031111442931593e-06
58,1.8442873087389957e-05
59,2.125056666909081e-05
60,2.650144485099829e-06
61,8.62106965668831e-06
62,0.00024355952088604658
63,1.4695709784717177e-05
64,0.0005917986217253807
65,1.1157887702079223e-05
66,6.077539040458596e-06
67,0.00016198624570357286
68,0.0016910450128165375
69,0.057011596428640975
70,4.7974095060686216e-05
71,0.001633096263103996
72,0.0005378456620130888
73,0.17344375156106268
74,7.290494908299671e-05
75,0.0002174806835889692
76,0.0023575636643024017
77,0.00185089343706297
78,0.0048823153901671155
79,0.00014352496331146425
80,8.879925326114213e-06
81,1.2738145948221418e-05
82,0.0015455623967904535
83,1.2466169338624248e-06
84,0.4800753063203447
85,0.00015475372608946661
86,6.1088080235034415e-06
87,0.006116161661951835
88,0.0012625521967972808
89,0.002143015192391242
90,0.052418135948390704
91,3.5349635763087835e-05
92,5.361320781321899e-06
93,0.046168745474022325
94,0.00017724252332791416
95,0.09253800006008439
96,3.1432116766821993e-06
97,0.0013478118559116098
98,2.4856571892750154e-05
99,1.9875511001711725e-05
100,0.00018937623573054869
101,5.538197493936375e-05
102,0.1251145674521292
103,0.0002016200354813046
104,0.00028511866597271746
105,0.00017191962231598084
106,6.0234101141724004e-05
107,0.014624217254285827
108,0.0001801512736143266
109,7.168921081310988e-06
110,1.946315041111365e-05
111,0.0006260160971243237
112,5.398813775369826e-07
113,0.0005992863939145344
114,2.7750954912715035e-06
115,3.94096791448258e-05
116,3.6685897594522626e-05
117,0.000207066946482558
118,0.0060833249672768265
119,0.00027614321577751756
120,0.0011396660448874983
121,1.949236161898185e-05
122,3.152512086023801e-05
123,5.7611966466399255e-05
124,0.00026999247316359125
125,0.002101156938084823
126,2.878680984128668e-06
127,1.353544431809261e-06
128,5.518894430076969e-05
129,0.004633289487238288
130,0.005926135822129165
131,0.00023501049800241368
132,0.0034238668103711315
133,0.0027577455097025443
134,5.0610520422968715e-05
135,2.9647765708531006e-06
