url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42444890728365103
https://habrahabr.ru/company/plesk/blog/313732/,-1.0762608432850989
https://habrahabr.ru/company/etagi/blog/314000/,0.6608481486040089
https://habrahabr.ru/company/knopka/blog/314030/,0.5164986117023276
https://geektimes.ru/company/audiomania/blog/282058/,1.1464075303337704
https://habrahabr.ru/company/pechkin/blog/314066/,0.26820218163168663
https://habrahabr.ru/company/first/blog/314106/,0.5393512502850258
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23992661563753706
https://habrahabr.ru/post/314108/,1.6602464617964852
https://habrahabr.ru/company/cbs/blog/313830/,0.24517265648507786
https://habrahabr.ru/company/jugru/blog/313908/,0.22391408037431826
https://habrahabr.ru/post/314110/,0.36106514668746137
https://habrahabr.ru/company/pt/blog/314112/,0.015890589236455387
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.0715359877765667
https://habrahabr.ru/post/314114/,0.7949622138956821
https://habrahabr.ru/post/314118/,1.3174060813080133
https://habrahabr.ru/post/314122/,0.5180751054721119
https://geektimes.ru/company/dadget/blog/281786/,0.1310681334073101
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44408254452639717
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11108681160438064
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24685626458424528
https://habrahabr.ru/post/314126/,-0.6557622968689288
https://habrahabr.ru/post/313966/,0.443263094500951
https://habrahabr.ru/company/piter/blog/314120/,0.46082935345806
https://geektimes.ru/post/282094/,0.14624254567624365
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.338870374561667
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3679646686909419
https://habrahabr.ru/post/314028/,0.6544119117942575
https://habrahabr.ru/post/314136/,-0.15087944105447898
https://habrahabr.ru/post/313904/,0.29365890365166236
https://habrahabr.ru/post/314140/,0.5861479070097173
https://habrahabr.ru/company/acronis/blog/309688/,-0.0004408548902724019
https://geektimes.ru/post/282096/,-0.4083791781606084
https://habrahabr.ru/post/314142/,0.05916971912008725
https://habrahabr.ru/company/ivideon/blog/314138/,0.1931983256633039
https://geektimes.ru/post/282104/,0.3329642881560705
https://geektimes.ru/post/282102/,-0.29642067581456844
https://geektimes.ru/post/282016/,-0.0659426342819668
https://geektimes.ru/company/piter/blog/282106/,0.3250403619589325
https://habrahabr.ru/post/314150/,0.2804746318724193
https://habrahabr.ru/company/mailru/blog/313880/,1.2674201150700712
https://geektimes.ru/company/comfortway/blog/282108/,-0.0950937629766758
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18348779272945157
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3021888022872411
https://habrahabr.ru/company/npl/blog/314160/,0.08340324635300005
https://habrahabr.ru/company/edison/blog/314094/,-0.22379087549922824
https://geektimes.ru/post/282112/,-0.5175416289791249
https://habrahabr.ru/company/ruvds/blog/314166/,0.4317921152798657
https://geektimes.ru/company/gearbest/blog/282114/,0.05832934607215841
https://habrahabr.ru/post/314172/,0.8710627713274499
https://geektimes.ru/post/282116/,0.4722678410383335
https://geektimes.ru/company/intel/blog/282026/,0.1926957790429294
https://habrahabr.ru/post/313776/,1.773319220350683
https://habrahabr.ru/post/314174/,0.23977884222719117
https://geektimes.ru/post/282118/,1.1064758944382653
https://geektimes.ru/post/282122/,0.5829329777590193
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.47877727656080626
https://habrahabr.ru/post/314180/,0.5568246699595495
https://geektimes.ru/post/282446/,0.43474142730751864
https://habrahabr.ru/post/314184/,1.012110369552972
https://habrahabr.ru/post/313954/,-0.6473352744612856
https://habrahabr.ru/post/314186/,0.7897326618066953
https://geektimes.ru/post/282124/,-0.4293545391163962
https://habrahabr.ru/post/314190/,-1.1570523692451034
https://geektimes.ru/company/madrobots/blog/282126/,0.5828526422964821
https://habrahabr.ru/post/314188/,-0.03655137764589002
https://geektimes.ru/post/282128/,0.522642586668169
https://habrahabr.ru/post/314194/,0.475148491280146
https://geektimes.ru/post/282132/,-1.0041657150142642
https://habrahabr.ru/post/314208/,0.3125448589042761
https://habrahabr.ru/post/312352/,0.015113620609951677
https://habrahabr.ru/post/314202/,0.1258665639464865
https://habrahabr.ru/post/314210/,1.1686838083138302
https://geektimes.ru/post/282130/,0.5223166709297319
